user_id,month_idx,income,total_expense,savings,savings_rate,food_expense,rent_expense,transport_expense,shopping_expense,health_expense,entertainment_expense,education_expense,other_expense,habit_completion_rate,task_completion_rate,mood_index,life_score,risk_class,target_next_month_expense
83,9,25250.0,16550.73,8699.27,0.3445,3699.08,6338.89,2343.62,2615.75,1301.51,1211.53,876.06,827.54,0.4,0.7194,0.6352,45,Moderate,16686.81
83,10,25250.0,14077.76,11172.24,0.4425,3477.51,5028.37,2059.02,2481.7,596.01,678.37,677.66,703.89,0.523,0.5923,0.5729,50,Moderate,13989.07
83,11,25250.0,14121.25,11128.75,0.4407,4205.4,4064.7,1205.85,852.96,641.81,567.21,804.04,1779.28,0.4985,0.6258,0.6192,50,Moderate,13548.82
83,12,25500.0,16971.66,8528.34,0.3344,4412.94,4374.42,2505.31,2492.06,1421.7,884.36,466.72,414.15,0.4378,0.5936,0.5046,43,Moderate,18065.68
83,13,25500.0,15855.97,9644.03,0.3782,4986.42,4984.16,1557.03,824.95,547.58,818.35,879.23,1258.25,0.3733,0.8561,0.6797,49,Moderate,16747.88
83,14,25500.0,16718.23,8781.77,0.3444,4177.53,5765.45,2444.14,3174.07,978.74,1557.6,457.4,835.91,0.3967,0.7072,0.5214,45,Moderate,16068.73
83,15,25500.0,14755.36,10744.64,0.4214,3660.74,4389.42,2147.5,845.42,1128.58,614.3,1001.78,967.61,0.5455,0.579,0.6363,49,Moderate,14403.58
83,16,25500.0,13860.92,11639.08,0.4564,4148.12,5249.09,1570.15,2572.65,1003.8,792.41,569.95,693.05,0.4779,0.7554,0.6228,53,Moderate,14206.71
83,17,25500.0,14584.49,10915.51,0.4281,4889.9,3929.42,1869.44,1920.99,450.38,1451.33,346.39,729.22,0.3425,0.6269,0.4964,45,Moderate,14461.23
83,18,25750.0,17382.89,8367.11,0.3249,4898.94,5707.22,2105.97,1502.07,778.17,1648.22,1227.26,869.14,0.4358,0.8588,0.6851,49,Moderate,17985.48
83,19,25750.0,17114.76,8635.24,0.3353,4704.43,6050.3,1529.29,2290.0,579.83,983.26,863.19,114.46,0.5205,0.634,0.6027,46,Moderate,17765.88
83,20,25750.0,16386.12,9363.88,0.3636,3895.79,5604.02,2413.41,1046.96,719.28,804.81,968.6,933.25,0.5503,0.7425,0.6524,51,Moderate,15869.82
83,21,25750.0,17426.8,8323.2,0.3232,3620.93,5439.69,1565.44,3070.49,894.5,733.13,729.01,1373.62,0.3597,0.6343,0.4174,41,Moderate,18327.3
83,22,25750.0,16022.12,9727.88,0.3778,5472.73,5334.47,1972.08,1364.68,1565.09,910.11,973.69,801.11,0.5082,0.8048,0.7064,52,Moderate,16074.43
83,23,25750.0,13557.48,12192.52,0.4735,4404.79,4506.77,1665.91,2368.34,962.7,1118.15,833.05,677.87,0.4903,0.6456,0.617,52,Moderate,13745.98
84,0,120000.0,44798.3,75201.7,0.6267,12239.92,13910.1,4002.03,8915.92,1917.62,2504.8,995.95,311.97,0.8195,0.7295,0.6879,71,Low,43506.15
84,1,120000.0,47531.63,72468.37,0.6039,11600.54,12884.86,6840.23,2696.37,2327.97,4441.58,3510.81,3229.27,0.8104,0.5564,0.7443,65,Low,48445.46
84,2,120000.0,42404.89,77595.11,0.6466,11165.22,11845.42,5347.42,5228.1,3060.35,4691.38,2146.48,2120.24,0.9036,0.7311,0.8981,74,Low,44986.16
84,3,120000.0,52714.22,67285.78,0.5607,12118.07,16765.94,7394.05,9881.72,3766.35,4580.93,1364.54,2635.71,0.9564,0.7802,0.791,73,Low,52930.78
84,4,120000.0,48485.94,71514.06,0.596,15844.93,15378.32,4217.24,6091.09,3937.94,3832.28,1172.26,2424.3,0.892,0.5513,0.688,67,Low,47014.32
84,5,120000.0,43970.41,76029.59,0.6336,12000.62,12854.58,6593.65,2259.56,1776.61,2229.59,1187.76,5068.05,0.8491,0.7911,0.7565,73,Low,46046.21
84,6,121200.0,52408.18,68791.82,0.5676,14843.7,16508.89,4303.53,6332.99,3831.15,3389.79,3221.12,2620.41,0.8745,0.6729,0.8019,68,Low,53226.68
84,7,121200.0,38143.3,83056.7,0.6853,9980.35,11484.54,4406.76,5689.18,1827.53,3654.91,1240.34,1907.17,1.0,0.6937,0.9005,78,Low,37788.51
84,8,121200.0,37174.74,84025.26,0.6933,12674.43,10406.88,5243.9,1910.84,1692.93,2964.75,1381.19,899.83,1.0,0.8382,0.8339,82,Low,35827.17
84,9,121200.0,37598.47,83601.53,0.6898,10563.61,13736.1,4247.81,5388.97,3501.54,4050.9,1361.7,1879.92,0.9696,0.7925,0.9703,79,Low,37327.68
84,10,121200.0,55775.41,65424.59,0.5398,19221.75,15353.53,6237.4,5302.67,4265.83,3669.35,1948.92,2788.77,0.7439,0.6123,0.7114,61,Low,54061.23
84,11,121200.0,49378.59,71821.41,0.5926,13140.03,16420.04,4051.62,7759.11,2111.39,2363.96,1538.67,1993.78,0.8351,0.64,0.7523,67,Low,47308.42
84,12,122400.0,53624.3,68775.7,0.5619,18050.69,15011.46,7150.05,6928.29,3193.44,6155.81,2577.66,2681.21,0.7929,0.8016,0.8375,69,Low,53058.05
84,13,122400.0,43658.77,78741.23,0.6433,12173.33,16065.2,5041.85,2373.99,2406.66,2787.48,3444.61,2182.94,0.7415,0.772,0.7664,70,Low,41109.86
84,14,122400.0,46203.39,76196.61,0.6225,10473.91,16753.99,6720.24,8371.53,4234.99,4256.7,2671.13,2310.17,0.8167,0.8268,0.8288,73,Low,46274.88
84,15,122400.0,43083.09,79316.91,0.648,9007.37,13728.84,5162.63,6061.01,2205.89,2008.66,1743.02,3165.67,0.9601,0.5724,0.8586,72,Low,41409.33
84,16,122400.0,50860.12,71539.88,0.5845,12498.87,15392.82,7406.49,5639.18,4243.35,2997.46,1564.96,1116.99,0.9357,0.7315,0.7557,72,Low,54063.41
84,17,122400.0,55640.8,66759.2,0.5454,16566.77,15485.14,4647.76,3916.58,1755.54,3512.26,1607.28,8149.46,0.7245,0.672,0.7481,63,Low,54317.01
84,18,123600.0,55787.18,67812.82,0.5486,19475.18,18139.8,5697.79,11091.78,2459.2,4385.18,2105.53,2789.36,0.9927,0.5478,0.7016,68,Low,52585.12
84,19,123600.0,38727.21,84872.79,0.6867,9588.28,13989.32,4589.46,6720.06,2361.96,1997.78,2820.59,1936.36,0.9071,0.5872,0.6578,72,Low,37542.33
84,20,123600.0,45212.81,78387.19,0.6342,9714.11,12157.2,3984.38,8245.51,1782.54,3848.81,2086.19,3394.09,0.8374,0.6342,0.7681,69,Low,44507.52
84,21,123600.0,51381.7,72218.3,0.5843,17337.33,19684.86,7310.99,8450.4,2030.63,4196.44,2861.14,2569.08,0.8784,0.734,0.8048,70,Low,51351.81
84,22,123600.0,42648.87,80951.13,0.6549,12178.03,13986.54,4881.89,3032.26,2780.51,1736.03,1997.78,2055.84,0.8955,0.7298,0.7628,74,Low,40428.1
84,23,123600.0,45723.69,77876.31,0.6301,10656.59,11953.31,4996.4,6625.24,3594.01,4580.41,1250.69,2067.03,0.8623,0.6494,0.7461,70,Low,45700.98
85,0,85000.0,43691.34,41308.66,0.486,8862.2,14633.67,6436.67,5658.63,4179.32,4201.49,2081.31,2184.57,0.7686,0.7434,0.6573,63,Low,41396.81
85,1,85000.0,46591.81,38408.19,0.4519,15427.16,13666.5,3850.37,6105.87,3030.6,5157.71,1483.03,2329.59,0.678,0.74,0.8014,59,Low,46767.64
85,2,85000.0,46860.1,38139.9,0.4487,10017.79,17253.61,5454.47,4440.66,1840.5,4761.55,985.37,2106.15,0.6061,0.8578,0.673,59,Low,48382.04
85,3,85000.0,48576.58,36423.42,0.4285,15925.12,14365.63,4358.21,3155.38,4057.33,2839.3,3813.54,62.07,0.7118,0.6349,0.7297,56,Low,51305.29
85,4,85000.0,51911.18,33088.82,0.3893,11492.86,15707.18,7142.21,6543.46,2803.52,3246.14,1994.7,2981.1,0.8805,0.8826,0.8788,65,Low,50211.57
85,5,85000.0,55449.51,29550.49,0.3477,17806.97,16805.22,5359.21,9777.93,2552.87,2356.54,4137.14,2772.48,0.6372,0.8116,0.7443,55,Low,57130.33
85,6,85850.0,43049.51,42800.49,0.4985,14406.58,14895.06,4270.08,3775.14,1675.72,3392.23,1202.35,2152.48,0.6616,0.6748,0.6832,59,Low,44787.02
85,7,85850.0,45355.38,40494.62,0.4717,14325.56,12937.25,5992.6,8340.76,1386.84,2647.78,2634.22,2267.77,0.6416,0.8443,0.6703,61,Low,46469.72
85,8,85850.0,52891.27,32958.73,0.3839,16888.81,18602.71,7916.84,8493.29,1699.05,4802.66,1498.76,2644.56,0.6273,0.7687,0.7047,55,Low,52629.51
85,9,85850.0,45271.06,40578.94,0.4727,15022.45,16814.79,4844.38,6224.89,3444.66,3606.02,2771.46,2263.55,0.8141,0.6273,0.7881,61,Low,45273.67
85,10,85850.0,45433.5,40416.5,0.4708,13447.3,14565.05,6573.85,7254.61,1825.4,3424.74,1820.87,2271.68,0.6423,0.66,0.661,56,Low,48549.81
85,11,85850.0,48155.39,37694.61,0.4391,14433.25,12178.33,6290.25,7494.34,2197.89,4245.49,2231.54,2407.77,0.8423,0.7596,0.8726,64,Low,49907.19
85,12,86700.0,53830.43,32869.57,0.3791,16889.8,18698.34,5948.63,9820.63,3805.34,2509.05,1249.62,2691.52,0.8724,0.6744,0.7158,60,Low,56754.24
85,13,86700.0,53178.17,33521.83,0.3866,16329.96,19453.33,6629.47,6613.85,1631.7,2229.81,4028.74,2658.91,0.6171,0.7606,0.6526,54,Low,56325.78
85,14,86700.0,53987.23,32712.77,0.3773,15344.47,15816.23,4616.57,5874.71,3901.99,4279.04,3191.55,962.66,0.6379,0.6783,0.7273,53,Low,52460.22
85,15,86700.0,51574.9,35125.1,0.4051,17673.09,18001.74,7620.84,7652.88,3648.13,5385.76,2367.77,2578.74,0.7514,0.6881,0.7639,57,Low,50675.33
85,16,86700.0,45566.27,41133.73,0.4744,13559.66,11884.19,3741.12,2544.83,1632.72,3093.64,1875.16,7234.94,0.6085,0.7765,0.7119,59,Low,42899.11
85,17,86700.0,48485.26,38214.74,0.4408,9863.21,13725.17,5763.4,7480.75,3141.49,3815.45,1748.46,2947.32,0.8132,0.8443,0.786,65,Low,47409.56
85,18,87550.0,48466.33,39083.67,0.4464,11020.62,13152.96,5132.71,4129.65,3094.35,3476.37,1547.43,6912.25,0.8507,0.6249,0.8049,61,Low,49923.73
85,19,87550.0,53318.13,34231.87,0.391,11064.87,20098.09,4887.27,9982.9,4653.89,4706.29,1457.19,2665.91,0.8138,0.7386,0.8615,60,Low,53814.39
85,20,87550.0,56506.1,31043.9,0.3546,16816.65,22095.41,6242.66,5956.74,4074.46,6455.67,1854.74,2825.3,0.6955,0.7684,0.6999,56,Low,55053.92
85,21,87550.0,45919.37,41630.63,0.4755,14202.37,15512.76,5570.22,8837.05,2023.37,2769.71,1982.32,2295.97,0.7897,0.7658,0.7149,64,Low,47745.2
85,22,87550.0,46408.04,41141.96,0.4699,11366.57,13065.93,4528.51,8634.31,4143.63,5555.03,1867.33,2320.4,0.8184,0.741,0.855,64,Low,48847.51
85,23,87550.0,50094.25,37455.75,0.4278,14804.66,16208.02,7079.49,6646.94,4969.27,3274.01,3271.75,2504.71,0.859,0.8015,0.7324,65,Low,49720.63
86,0,120000.0,105661.32,14338.68,0.1195,21501.74,28072.11,12245.83,11753.55,5770.56,11381.47,3203.49,11732.57,0.7253,0.5636,0.7264,41,Moderate,103488.53
86,1,120000.0,98335.97,21664.03,0.1805,23992.51,26859.33,8911.0,18424.96,5665.86,11717.7,5351.11,4916.8,0.664,0.4176,0.4931,38,Moderate,104677.23
86,2,120000.0,92152.29,27847.71,0.2321,21582.91,27133.46,9120.37,17572.12,5614.7,9146.48,5972.25,4607.61,0.8505,0.4618,0.5723,47,Moderate,89401.11
86,3,120000.0,93121.47,26878.53,0.224,26301.37,36804.93,8229.92,18129.19,2827.72,5668.87,3837.45,4656.07,0.8356,0.5277,0.6632,48,Moderate,95065.44
86,4,120000.0,101439.59,18560.41,0.1547,32245.68,26227.53,12514.37,18994.95,3259.65,10455.45,7653.09,5071.98,0.7728,0.4801,0.6961,42,Moderate,103242.77
86,5,120000.0,107655.99,12344.01,0.1029,36579.22,28316.5,13588.34,12307.54,10543.29,11213.09,3299.51,5382.8,0.7284,0.3826,0.6439,36,Moderate,113232.51
86,6,121200.0,98019.11,23180.89,0.1913,23403.1,32575.15,13139.0,8815.4,6243.1,11129.33,3246.97,4900.96,0.7603,0.5236,0.668,44,Moderate,94674.4
86,7,121200.0,93882.02,27317.98,0.2254,32141.63,31362.23,13825.71,18119.25,7254.86,6649.04,6643.52,4694.1,0.6947,0.459,0.6229,42,Moderate,98850.49
86,8,121200.0,109642.94,11557.06,0.0954,25102.43,41220.6,12230.82,21490.76,5694.63,7015.13,2659.37,5482.15,0.703,0.384,0.5069,34,High,103289.62
86,9,121200.0,96001.95,25198.05,0.2079,32868.0,27314.26,10487.67,9397.8,7427.94,7332.82,6351.17,4800.1,0.894,0.3793,0.653,45,Moderate,102110.11
86,10,121200.0,94924.38,26275.62,0.2168,26551.96,27760.98,13949.95,15581.9,7952.42,7649.03,3626.67,4746.22,0.902,0.4963,0.6235,49,Moderate,89268.52
86,11,121200.0,94149.06,27050.94,0.2232,21201.62,23831.66,13427.87,10682.81,5542.23,7704.01,5845.63,5913.23,0.6571,0.6055,0.6026,44,Moderate,89741.46
86,12,122400.0,97691.64,24708.36,0.2019,23106.09,27345.29,9367.95,6684.23,8436.27,10337.52,6802.16,5612.12,0.7832,0.5852,0.6605,47,Moderate,97391.89
86,13,122400.0,101318.76,21081.24,0.1722,23160.86,30914.5,9778.03,11288.74,3601.13,11378.09,2576.53,8620.87,0.6313,0.415,0.4311,37,Moderate,101573.02
86,14,122400.0,100420.22,21979.78,0.1796,20292.73,31997.52,9015.48,14273.44,8964.4,5601.5,2996.2,7278.95,0.8524,0.501,0.7432,46,Moderate,99150.73
86,15,122400.0,111488.51,10911.49,0.0891,28289.99,33093.3,14749.12,13912.52,8949.46,4553.05,5404.75,2536.32,0.6701,0.6434,0.6628,40,High,114705.74
86,16,122400.0,93636.93,28763.07,0.235,29176.51,23680.64,11173.3,5138.62,4606.86,10693.75,6816.9,2350.35,0.7616,0.6031,0.6022,48,Moderate,92789.08
86,17,122400.0,101123.16,21276.84,0.1738,21038.39,30915.57,10518.71,19193.35,7526.63,11042.64,4746.37,5056.16,0.7854,0.3792,0.5005,40,Moderate,102372.05
86,18,123600.0,94205.9,29394.1,0.2378,26369.82,26274.67,11214.94,14036.08,4728.64,8298.62,4057.91,4710.29,0.6373,0.5751,0.5879,44,Moderate,99195.48
86,19,123600.0,97675.25,25924.75,0.2097,23660.57,33508.45,12755.23,12144.59,4067.52,5219.85,6242.25,76.79,0.7173,0.3888,0.5728,40,Moderate,101601.34
86,20,123600.0,103560.6,20039.4,0.1621,34554.06,28941.03,12678.42,8123.78,5826.5,9935.81,2770.57,730.43,0.683,0.4538,0.5515,39,Moderate,102016.55
86,21,123600.0,93866.98,29733.02,0.2406,27930.3,36460.27,10550.9,10043.96,7858.34,8600.43,4199.92,4693.35,0.7635,0.5865,0.6553,48,Moderate,93956.35
86,22,123600.0,104331.04,19268.96,0.1559,28145.76,35418.88,14459.0,10889.19,7033.04,10918.23,6660.37,5216.55,0.8812,0.4724,0.7156,45,Moderate,105094.17
86,23,123600.0,99524.96,24075.04,0.1948,22040.55,38873.71,13912.92,8235.53,7779.91,9002.18,5129.75,4976.25,0.8454,0.5365,0.7889,47,Moderate,100701.72
87,0,250000.0,157854.83,92145.17,0.3686,46957.68,51436.91,21469.29,11177.41,12966.86,11051.72,6040.27,7892.74,0.5737,0.7337,0.564,52,Moderate,163588.55
87,1,250000.0,147511.29,102488.71,0.41,36628.77,55433.98,15137.08,17919.25,10133.73,6153.49,7666.77,7375.56,0.3585,0.9699,0.5743,53,Moderate,145303.68
87,2,250000.0,134258.56,115741.44,0.463,45380.18,51982.66,12434.42,14696.9,11795.85,10056.69,8279.59,6712.93,0.4243,0.7785,0.6963,53,Moderate,126831.77
87,3,250000.0,129440.93,120559.07,0.4822,38899.95,46528.58,15938.63,23394.55,12688.15,6152.66,9984.89,6472.05,0.3549,1.0,0.7635,57,Moderate,130739.52
87,4,250000.0,137707.39,112292.61,0.4492,28782.59,42199.3,16539.94,11791.2,5873.05,7033.96,4357.53,21129.82,0.595,0.9093,0.7173,60,Moderate,138221.65
87,5,250000.0,130613.17,119386.83,0.4775,44775.14,33588.09,17317.24,25952.88,8276.01,6471.32,3315.78,6530.66,0.5882,0.8465,0.6853,60,Moderate,125665.36
87,6,252500.0,129369.42,123130.58,0.4876,33526.51,50865.06,14773.44,19449.05,9554.49,11574.59,9196.59,6468.47,0.5648,0.7691,0.6598,58,Moderate,138394.11
87,7,252500.0,164124.77,88375.23,0.35,55157.88,41418.61,21308.64,21476.86,7731.71,10381.05,9047.72,8206.24,0.482,0.9246,0.6518,53,Moderate,159602.77
87,8,252500.0,133146.07,119353.93,0.4727,29669.87,47815.58,19882.1,21485.05,13107.35,15676.02,9209.53,6657.3,0.3532,0.9608,0.7317,55,Moderate,135385.76
87,9,252500.0,137566.29,114933.71,0.4552,31715.96,44745.9,17051.98,8614.36,5553.33,15158.71,2974.24,11751.8,0.5719,0.8611,0.6428,59,Moderate,132624.88
87,10,252500.0,160323.81,92176.19,0.3651,48385.86,60914.94,13065.46,27381.44,15856.59,16416.43,5086.99,8016.19,0.3781,0.8683,0.6497,49,Moderate,156661.49
87,11,252500.0,140849.6,111650.4,0.4422,31550.8,47650.74,13258.02,8963.7,10052.77,9502.35,8154.91,11716.31,0.4488,0.8001,0.6972,53,Moderate,144625.0
87,12,255000.0,126290.79,128709.21,0.5047,40077.7,48217.01,11497.98,20955.29,9810.89,10717.89,5855.28,6314.54,0.5811,1.0,0.7608,65,Moderate,124427.72
87,13,255000.0,151532.22,103467.78,0.4058,35412.67,40905.98,19355.94,12580.59,13217.46,14596.25,11769.4,3693.93,0.5997,0.9585,0.7556,60,Moderate,153853.29
87,14,255000.0,139067.36,115932.64,0.4546,33896.3,39511.2,11222.6,8696.7,10752.16,8086.49,7604.97,19296.94,0.5765,0.7579,0.629,56,Moderate,136787.59
87,15,255000.0,133589.64,121410.36,0.4761,40027.09,40627.6,18388.84,6941.06,5638.86,10984.43,6721.91,4259.85,0.3787,1.0,0.6272,57,Moderate,136899.54
87,16,255000.0,139383.18,115616.82,0.4534,46040.97,36149.59,19674.53,21091.37,11643.11,9895.66,10555.79,6969.16,0.4714,0.7931,0.6097,54,Moderate,148058.14
87,17,255000.0,133733.16,121266.84,0.4756,34938.08,48225.92,14271.52,22719.13,7606.11,9580.81,3836.02,6686.66,0.484,0.7469,0.6909,54,Moderate,137403.56
87,18,257500.0,144319.99,113180.01,0.4395,32757.69,42655.93,11936.09,16613.15,9850.25,14049.88,7182.69,9274.31,0.4593,0.8199,0.5673,54,Moderate,144692.71
87,19,257500.0,146939.62,110560.38,0.4294,37972.28,49853.59,16756.27,8566.25,8982.0,15577.59,5579.8,3651.82,0.5743,1.0,0.8152,61,Moderate,157162.63
87,20,257500.0,161531.59,95968.41,0.3727,47171.26,61772.9,14151.11,30400.34,11687.96,8203.02,11734.48,8076.58,0.342,0.9973,0.5729,51,Moderate,168272.68
87,21,257500.0,156161.77,101338.23,0.3935,36957.03,55781.95,13955.37,22682.08,5004.07,11378.27,7831.76,2571.24,0.5276,0.8995,0.768,56,Moderate,166327.12
87,22,257500.0,145711.92,111788.08,0.4341,36074.83,44919.53,20644.9,20864.84,13973.81,14651.05,9062.47,7285.6,0.3786,0.8341,0.6717,51,Moderate,154610.66
87,23,257500.0,161153.12,96346.88,0.3742,41833.55,40505.77,13078.57,14553.99,9739.81,14603.75,3418.66,23419.02,0.4236,0.9216,0.7583,52,Moderate,166845.9
88,0,25000.0,11541.72,13458.28,0.5383,3273.8,3697.99,1242.69,2086.65,462.09,555.65,856.16,577.09,0.3793,0.8468,0.5224,56,Moderate,11375.88
88,1,25000.0,12456.75,12543.25,0.5017,4356.89,4679.83,1287.21,1113.88,695.66,993.89,366.85,622.84,0.2028,0.7472,0.4897,47,Moderate,12647.17
88,2,25000.0,9802.29,15197.71,0.6079,2916.28,3245.77,850.0,1751.17,779.83,874.01,714.71,490.11,0.2418,0.8199,0.5235,55,Moderate,10175.16
88,3,25000.0,9729.23,15270.77,0.6108,2940.08,2978.6,922.21,1572.33,827.56,412.2,313.5,486.46,0.2924,0.8422,0.5821,57,Moderate,9958.68
88,4,25000.0,11052.76,13947.24,0.5579,3800.65,3564.78,1525.0,1566.74,412.9,1214.19,548.56,552.64,0.3623,0.8978,0.7103,58,Moderate,11008.23
88,5,25000.0,10898.16,14101.84,0.5641,3612.17,3545.41,1389.87,1410.18,983.32,520.85,343.89,544.91,0.2318,0.956,0.5206,56,Moderate,11182.39
88,6,25250.0,9013.7,16236.3,0.643,1818.4,2424.79,1323.24,1470.23,805.5,810.36,337.05,24.12,0.3784,0.9432,0.5912,63,Moderate,9258.25
88,7,25250.0,10714.0,14536.0,0.5757,3565.37,3058.57,1139.97,1591.37,761.32,1246.85,780.69,535.7,0.336,0.9086,0.6307,58,Moderate,10773.62
88,8,25250.0,10252.05,14997.95,0.594,2433.65,3563.41,1494.39,1218.96,686.24,953.28,710.6,512.6,0.2625,0.7555,0.4961,53,Moderate,10594.06
88,9,25250.0,9185.96,16064.04,0.6362,2419.17,2851.21,1061.53,829.32,846.38,485.17,314.03,379.15,0.3658,0.9324,0.636,62,Moderate,9734.51
88,10,25250.0,12713.24,12536.76,0.4965,3123.38,3772.59,1077.94,1513.83,1030.84,1483.07,484.55,227.05,0.2321,1.0,0.701,54,Moderate,13151.94
88,11,25250.0,12138.76,13111.24,0.5193,2579.36,4454.53,1221.38,2331.93,911.06,786.04,704.87,606.94,0.4407,0.8819,0.5747,58,Moderate,11983.9
88,12,25500.0,12383.03,13116.97,0.5144,3753.41,4287.62,1782.48,1625.33,1023.33,568.72,863.15,619.15,0.2215,1.0,0.5623,54,Moderate,11883.33
88,13,25500.0,11676.7,13823.3,0.5421,3750.51,3447.65,1410.84,2185.74,671.67,568.36,926.66,583.83,0.4152,0.9024,0.6987,59,Moderate,12379.22
88,14,25500.0,11035.34,14464.66,0.5672,3658.27,2876.03,1560.53,1033.66,905.63,1254.14,644.99,551.77,0.2022,0.7629,0.5705,50,Moderate,10982.68
88,15,25500.0,12136.26,13363.74,0.5241,3781.57,4333.77,1783.24,1238.61,978.45,615.85,881.23,606.81,0.1738,1.0,0.5542,53,Moderate,12974.59
88,16,25500.0,9096.6,16403.4,0.6433,2549.75,3016.79,797.87,1031.65,857.98,951.53,336.79,454.83,0.3982,0.7864,0.5446,60,Moderate,9582.43
88,17,25500.0,9683.55,15816.45,0.6203,2161.71,3577.54,992.71,920.02,664.3,869.07,631.29,484.18,0.3065,0.9456,0.631,60,Moderate,10329.26
88,18,25750.0,12151.83,13598.17,0.5281,2837.92,3707.15,1441.73,2028.17,540.78,1004.35,609.13,607.59,0.2256,0.8941,0.5761,52,Moderate,11599.31
88,19,25750.0,10093.71,15656.29,0.608,2869.49,3704.78,1279.39,710.57,729.46,1063.46,389.58,504.69,0.3411,0.8593,0.588,59,Moderate,10536.15
88,20,25750.0,10748.36,15001.64,0.5826,3069.54,3261.78,1335.73,843.35,566.03,669.46,335.97,666.49,0.2857,0.754,0.4471,53,Moderate,10800.26
88,21,25750.0,10592.14,15157.86,0.5887,2137.96,2882.46,1058.8,1653.47,522.12,649.57,610.68,1077.09,0.2905,0.7897,0.4835,54,Moderate,10208.88
88,22,25750.0,10749.62,15000.38,0.5825,3116.59,3629.48,1440.5,1342.91,373.16,966.9,555.87,537.48,0.3134,0.8378,0.5401,56,Moderate,11305.27
88,23,25750.0,12269.68,13480.32,0.5235,2839.55,4109.29,1721.53,2448.84,1212.14,796.94,445.4,613.48,0.3661,0.9596,0.6424,58,Moderate,11714.2
89,0,180000.0,132226.49,47773.51,0.2654,32956.86,40272.8,17023.16,14398.85,6404.99,14563.59,9729.66,6611.32,0.6916,0.5247,0.5599,45,Moderate,132102.43
89,1,180000.0,116210.33,63789.67,0.3544,38867.66,45069.29,11347.08,6313.56,10397.27,6944.76,4848.42,5810.52,0.7395,0.5274,0.6351,51,Low,124035.61
89,2,180000.0,128147.48,51852.52,0.2881,39086.09,35698.28,16148.15,12665.62,7924.98,6347.96,5875.03,4401.37,0.5604,0.5544,0.6562,43,Moderate,126077.81
89,3,180000.0,125054.53,54945.47,0.3053,40522.82,42856.46,14107.21,21469.32,8765.14,7223.33,7817.26,6252.73,0.78,0.7058,0.6687,54,Low,122069.84
89,4,180000.0,131283.32,48716.68,0.2706,28227.26,48597.3,13758.17,22043.28,11825.78,5785.1,8199.73,6564.17,0.6869,0.552,0.6613,46,Moderate,130506.23
89,5,180000.0,140062.21,39937.79,0.2219,44874.87,35110.67,12582.75,18823.37,10602.59,5881.46,5703.21,6483.29,0.7889,0.7289,0.7647,51,Moderate,139096.34
89,6,181800.0,118884.39,62915.61,0.3461,34096.16,36999.35,15772.2,21460.11,7255.54,13564.15,3513.63,5944.22,0.568,0.7781,0.7445,52,Moderate,124008.32
89,7,181800.0,127766.37,54033.63,0.2972,27905.75,45970.78,13851.82,16853.03,11952.07,8931.87,10181.01,6388.32,0.659,0.7798,0.7849,52,Moderate,120873.16
89,8,181800.0,140831.27,40968.73,0.2254,39361.06,51144.34,11990.34,25620.27,12945.26,15367.0,4098.63,7041.56,0.642,0.7225,0.69,47,Moderate,132574.3
89,9,181800.0,146721.22,35078.78,0.193,40025.72,39169.73,16413.82,17544.15,11374.51,15480.32,10573.47,7336.06,0.5589,0.7541,0.5748,44,Moderate,150845.93
89,10,181800.0,121416.93,60383.07,0.3321,34202.7,40525.15,11073.59,8594.51,6611.57,12446.58,4415.74,3547.08,0.6549,0.7951,0.7783,54,Low,125079.37
89,11,181800.0,117280.62,64519.38,0.3549,36136.69,39376.9,12417.95,7754.94,10782.13,8830.73,4976.01,5864.03,0.5924,0.5193,0.5222,46,Moderate,123925.11
89,12,183600.0,132253.86,51346.14,0.2797,30238.65,38427.8,15051.3,19144.92,12658.37,7195.15,7689.41,1848.27,0.5732,0.7397,0.7287,48,Moderate,130248.46
89,13,183600.0,119686.73,63913.27,0.3481,39064.01,39340.49,14915.41,14598.06,10603.94,13912.85,6333.58,5984.34,0.7414,0.6556,0.7133,54,Low,114730.9
89,14,183600.0,117089.21,66510.79,0.3623,26981.34,39260.31,13301.28,12154.21,8741.47,10454.12,8526.26,5854.46,0.743,0.6658,0.7175,55,Low,113276.32
89,15,183600.0,133755.76,49844.24,0.2715,32410.03,38934.39,11003.22,17603.19,8582.78,14594.32,3432.31,7195.51,0.6269,0.6649,0.6173,47,Moderate,134485.11
89,16,183600.0,135863.33,47736.67,0.26,44846.81,48797.04,16690.52,23284.27,8828.12,13162.83,8191.3,6793.17,0.7349,0.5443,0.5861,47,Moderate,135694.87
89,17,183600.0,142429.76,41170.24,0.2242,36093.99,43710.8,16563.49,21459.19,13032.59,7592.95,7208.48,7121.49,0.694,0.7243,0.8079,49,Moderate,137234.72
89,18,185400.0,139854.88,45545.12,0.2457,46972.58,45434.82,15943.53,7688.74,12164.17,16532.49,7655.88,6992.74,0.4968,0.6218,0.595,41,Moderate,140658.14
89,19,185400.0,135013.83,50386.17,0.2718,31301.41,44672.63,17153.43,21334.81,6500.46,9966.76,4575.0,6750.69,0.7665,0.6373,0.6894,51,Moderate,138629.37
89,20,185400.0,130618.47,54781.53,0.2955,31985.78,34050.93,11114.5,20859.6,11658.87,14227.15,8363.71,6530.92,0.5366,0.5078,0.5995,42,Moderate,133646.5
